,make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
5344,2010,9.23,3000,Diesel,5,7330.18,Chevrolet,Manual,Gray,Full,0,No
5345,2014,23.05,3000,Petrol,3,7839.77,Tesla,Manual,Silver,Full,2,No
5346,2009,21.74,800,Diesel,5,3700.63,Tesla,Manual,Black,Full,0,Yes
5347,2019,19.14,5000,Petrol,4,11132.5,Nissan,Manual,Gray,Full,0,Yes
5348,2021,18.2,3000,Diesel,5,8868.1,Volkswagen,Manual,Red,None,0,Yes
5349,2015,9.09,1000,Electric,3,6950.68,Ford,Automatic,Gray,Full,0,Yes
5350,1999,21.87,5000,Petrol,3,11271.72,Honda,Manual,White,Partial,0,Yes
5351,2000,25.43,5000,Diesel,2,10594.78,Tesla,Automatic,Black,Full,1,Yes
5352,2011,12.43,3000,Diesel,5,8398.17,BMW,Automatic,Red,Full,0,Yes
5353,1995,24.73,5000,Diesel,4,9979.12,Honda,Manual,Red,Full,1,Yes
5354,2019,23.66,1800,Petrol,2,9693.46,Honda,Manual,Blue,Full,0,Yes
5355,2013,12.28,800,Petrol,2,6751.89,Honda,Manual,Black,Partial,1,Yes
5356,1998,16.03,3000,Petrol,4,5592.79,Hyundai,Manual,Blue,None,0,Yes
5357,2011,11.02,1800,Petrol,2,6915.78,Tesla,Manual,White,Partial,0,Yes
5358,2003,17.67,800,Diesel,4,3485.45,Volkswagen,Automatic,Gray,Full,0,Yes
5359,2018,20.24,1500,Diesel,1,7490.44,Kia,Automatic,Silver,Full,0,Yes
5360,1996,11.4,800,Electric,2,4736.04,Tesla,Manual,Red,None,2,Yes
5361,2002,19.93,4000,Petrol,3,8389.76,Kia,Automatic,Black,Full,1,Yes
5362,2009,21.2,5000,Petrol,1,12743.08,Toyota,Manual,White,Partial,0,No
5363,2001,21.27,1000,Diesel,2,5354.3,Volkswagen,Manual,Black,Full,0,Yes
5364,2021,20.27,3000,Petrol,4,10044.59,Nissan,Automatic,Red,Full,1,Yes
5365,2000,11.86,1500,Electric,1,8151.3,Chevrolet,Automatic,Silver,Full,1,No
5366,1995,17.39,4000,Diesel,1,7959.95,Honda,Automatic,White,None,3,No
5367,2009,19.76,1000,Diesel,3,2903.7,Ford,Automatic,Red,Partial,0,Yes
5368,2017,25.31,1200,Petrol,2,8549.96,Honda,Manual,White,Full,0,Yes
5369,2020,18.01,1000,Petrol,2,6263.85,Volkswagen,Manual,Gray,Full,0,Yes
5370,2001,20.13,5000,Petrol,4,11620.96,Tesla,Manual,Gray,Full,0,Yes
5371,2023,13.34,1800,Petrol,1,8995.12,Hyundai,Automatic,Black,Full,0,Yes
5372,2019,12.23,800,Diesel,3,6795.14,BMW,Manual,Red,Full,1,Yes
5373,2011,11.58,1200,Petrol,4,3137.45,Chevrolet,Manual,Red,None,1,No
5374,1996,15.9,800,Diesel,4,3037.04,Volkswagen,Manual,Red,Partial,0,Yes
5375,2021,28.31,5000,Diesel,3,14662.83,Tesla,Automatic,Silver,None,0,Yes
5376,2003,15.99,3000,Petrol,2,7645.99,Tesla,Automatic,Red,Partial,0,No
5377,2023,19.82,1500,Diesel,3,6927.74,Honda,Manual,White,Partial,0,Yes
5378,2003,20.79,1200,Diesel,2,4439.95,Nissan,Manual,Red,Partial,0,Yes
5379,2007,12.54,3000,Petrol,5,6610.0,Volkswagen,Manual,Silver,Full,1,No
5380,2000,15.82,4000,Petrol,1,8094.94,Honda,Manual,Silver,Full,0,No
5381,2000,21.12,3000,Diesel,3,6105.28,Tesla,Manual,Gray,Partial,0,Yes
5382,2014,20.14,2000,Diesel,4,6411.5,Hyundai,Automatic,Black,Full,1,Yes
5383,2014,8.03,1200,Diesel,2,5766.09,Kia,Automatic,White,Full,1,Yes
5384,2015,20.97,3000,Petrol,1,11588.06,Nissan,Manual,Blue,Full,0,Yes
5385,1997,15.25,1800,Petrol,1,5393.45,Volkswagen,Manual,White,None,0,Yes
5386,2011,15.38,1800,Petrol,3,7314.74,Tesla,Manual,Blue,None,0,Yes
5387,2011,20.02,4000,Petrol,4,9312.0,Hyundai,Manual,White,Partial,0,No
5388,2006,25.61,800,Diesel,3,7112.43,Kia,Manual,Red,None,0,Yes
5389,2010,17.0,2500,Diesel,4,8020.69,Hyundai,Manual,Blue,None,0,Yes
5390,2009,23.9,3000,Diesel,5,8511.9,Volkswagen,Manual,White,Full,0,Yes
5391,2007,10.8,5000,Petrol,3,10202.49,Hyundai,Manual,Gray,Full,1,Yes
5392,2017,18.65,1200,Petrol,2,7385.11,Kia,Automatic,Gray,Partial,0,Yes
5393,1995,15.29,3000,Diesel,3,3994.74,Toyota,Manual,Gray,Full,1,Yes
5394,2011,19.41,800,Diesel,3,3541.27,Tesla,Automatic,Gray,Full,1,Yes
5395,1997,16.52,3000,Diesel,5,5585.86,Tesla,Manual,Black,Partial,1,No
5396,2020,11.29,2500,Petrol,5,7078.01,Tesla,Manual,Silver,Full,1,Yes
5397,2009,13.56,1500,Diesel,3,5689.61,Chevrolet,Automatic,White,None,1,Yes
5398,1998,9.78,2500,Diesel,4,2894.24,Chevrolet,Manual,White,Full,0,Yes
5399,1998,11.47,5000,Electric,5,11998.99,Kia,Automatic,Silver,Full,3,Yes
5400,2012,20.4,2500,Electric,5,9696.27,Chevrolet,Automatic,Blue,Full,0,Yes
5401,2011,16.74,5000,Electric,4,13939.54,Volkswagen,Manual,Blue,Partial,0,No
5402,2013,19.15,800,Diesel,1,5845.38,Hyundai,Manual,Gray,Full,0,Yes
5403,2005,27.08,1200,Diesel,5,5025.89,Volkswagen,Manual,Red,Full,0,Yes
5404,2014,16.52,2500,Petrol,5,9115.43,Volkswagen,Manual,Gray,Partial,0,Yes
5405,1997,21.17,1800,Diesel,4,5348.13,BMW,Manual,Red,Full,2,No
5406,2002,18.14,4000,Petrol,4,7307.93,Volkswagen,Automatic,Gray,None,0,Yes
5407,2008,31.81,2500,Petrol,3,7661.44,Tesla,Manual,Gray,Partial,0,Yes
5408,2020,5.0,1200,Diesel,3,5654.81,Hyundai,Manual,Red,None,0,Yes
5409,1995,14.41,800,Diesel,1,2748.99,Nissan,Manual,Black,Full,0,Yes
5410,2008,21.27,1800,Diesel,1,6675.12,Ford,Manual,Silver,Full,1,Yes
5411,1996,14.24,5000,Petrol,1,11495.76,Volkswagen,Manual,Blue,Partial,2,Yes
5412,2023,20.83,1800,Diesel,2,7071.39,Ford,Automatic,Black,Partial,0,No
5413,2017,17.7,2500,Electric,4,11534.03,Ford,Automatic,Gray,Full,0,Yes
5414,1998,22.32,800,Diesel,5,4421.82,Ford,Manual,Red,Partial,1,No
5415,2018,12.34,5000,Diesel,4,9920.91,Toyota,Automatic,Gray,Full,0,Yes
5416,2021,18.86,1000,Diesel,4,5896.76,Kia,Automatic,Silver,None,0,Yes
5417,2023,20.33,2000,Electric,1,12460.84,Ford,Manual,Red,Partial,0,Yes
5418,2013,18.66,3000,Petrol,4,9698.68,Nissan,Manual,White,Full,0,Yes
5419,2000,18.75,1500,Petrol,2,4870.26,Ford,Automatic,Gray,Full,0,Yes
5420,2019,24.01,1200,Petrol,5,8479.99,Volkswagen,Automatic,Red,None,0,Yes
5421,1995,9.6,1200,Petrol,1,3953.87,Chevrolet,Manual,Gray,None,1,Yes
5422,2011,18.62,1200,Petrol,3,5232.73,Tesla,Automatic,Silver,Full,0,Yes
5423,2002,11.95,1000,Diesel,5,1006.17,Toyota,Automatic,Gray,Full,0,Yes
5424,2013,21.79,800,Petrol,3,4653.66,Tesla,Automatic,Blue,Full,0,No
5425,2015,13.81,1800,Petrol,3,7169.9,Tesla,Automatic,Silver,Partial,0,Yes
5426,1995,5.64,5000,Petrol,4,9395.93,Tesla,Automatic,Blue,Partial,0,Yes
5427,1999,21.91,1800,Electric,5,6605.49,Kia,Manual,Gray,None,0,Yes
5428,2021,16.66,1800,Diesel,2,7606.95,Nissan,Automatic,Gray,Partial,1,Yes
5429,2010,19.78,1500,Petrol,4,6178.85,Hyundai,Manual,Silver,Full,0,Yes
5430,2000,25.14,1200,Petrol,3,4519.83,BMW,Automatic,Silver,Full,0,Yes
5431,2002,19.86,1200,Petrol,5,2918.47,Volkswagen,Automatic,Blue,Partial,0,Yes
5432,2007,18.85,1000,Diesel,4,5764.21,Chevrolet,Automatic,White,Full,0,Yes
5433,2010,17.76,1800,Diesel,5,6760.29,Toyota,Automatic,Silver,None,1,Yes
5434,1997,12.26,1500,Electric,1,7457.82,Toyota,Manual,Silver,Full,1,Yes
5435,2013,16.92,2000,Diesel,2,6729.11,Toyota,Manual,Gray,Full,1,Yes
5436,2006,27.87,1000,Electric,2,9532.43,BMW,Automatic,Black,Full,1,Yes
5437,2010,16.12,1000,Petrol,2,6359.61,Volkswagen,Automatic,Red,Full,0,Yes
5438,2021,17.22,3000,Diesel,3,10963.36,Ford,Automatic,Black,Full,0,Yes
5439,2005,24.29,2000,Diesel,3,7688.84,Nissan,Manual,Gray,Full,1,Yes
5440,2004,10.29,1200,Petrol,2,1446.44,Toyota,Manual,Silver,Full,0,No
5441,2019,21.1,1800,Petrol,5,7473.94,Toyota,Manual,Silver,Full,1,Yes
5442,2014,10.06,1200,Diesel,1,6777.42,Ford,Manual,Silver,Full,0,Yes
5443,1998,20.0,1000,Petrol,3,4424.83,Chevrolet,Automatic,White,Full,0,Yes
5444,2006,17.89,1200,Diesel,4,4605.06,Tesla,Automatic,Black,Full,0,Yes
5445,2017,21.06,800,Diesel,4,5720.72,BMW,Automatic,Red,None,0,Yes
5446,1996,12.94,2500,Petrol,3,4309.31,Honda,Manual,White,Partial,0,Yes
5447,2018,15.32,2000,Petrol,2,7145.37,Chevrolet,Automatic,Blue,None,0,Yes
5448,2016,21.32,1800,Electric,5,8925.67,Volkswagen,Automatic,Gray,None,1,Yes
5449,2013,15.45,2000,Petrol,1,9085.38,Nissan,Manual,Silver,Full,1,No
5450,2019,21.78,3000,Petrol,4,10077.98,Kia,Manual,White,Partial,0,Yes
5451,1999,19.05,1200,Petrol,3,4661.5,Honda,Automatic,Gray,Full,0,Yes
5452,2002,15.77,1200,Electric,5,5324.63,Volkswagen,Manual,Gray,None,1,No
5453,2001,16.42,1800,Diesel,2,5755.33,Chevrolet,Manual,Blue,Full,0,Yes
5454,2008,18.02,1800,Petrol,1,8802.88,Volkswagen,Manual,Silver,Full,2,Yes
5455,2018,16.9,800,Petrol,1,6966.66,Honda,Automatic,White,None,0,Yes
5456,2017,21.65,1500,Petrol,4,7589.74,Nissan,Automatic,Silver,None,1,Yes
5457,1997,16.14,4000,Petrol,4,6381.81,BMW,Automatic,Black,Full,0,Yes
5458,2012,15.13,3000,Diesel,3,7627.21,Kia,Automatic,Silver,Full,0,No
5459,2010,22.55,1200,Petrol,1,7191.96,Nissan,Automatic,Gray,None,0,Yes
5460,2017,15.89,1800,Diesel,2,6861.54,Chevrolet,Automatic,Red,Full,2,Yes
5461,2013,15.3,1800,Diesel,2,6139.01,Ford,Manual,Red,None,0,Yes
5462,2013,5.57,2500,Petrol,3,6099.73,Nissan,Automatic,Silver,None,1,Yes
5463,2012,12.8,3000,Electric,1,11940.31,Hyundai,Manual,White,Full,0,No
5464,2014,13.81,4000,Petrol,4,8544.37,BMW,Automatic,Gray,Full,1,No
5465,2010,15.3,2500,Petrol,2,7657.79,Hyundai,Automatic,Blue,Full,0,Yes
5466,2002,14.39,1000,Diesel,5,1304.84,Kia,Manual,Blue,Full,0,Yes
5467,2022,22.92,3000,Petrol,3,10614.02,Kia,Automatic,Red,Partial,2,No
5468,1995,14.12,3000,Petrol,2,3951.01,Chevrolet,Automatic,Red,Partial,0,No
5469,2011,14.5,1000,Petrol,5,4871.14,Kia,Automatic,White,Full,0,Yes
5470,2006,18.78,2000,Petrol,5,3499.85,Kia,Automatic,Black,Full,1,No
5471,2015,12.49,5000,Electric,2,16204.39,BMW,Manual,Red,Full,1,Yes
5472,2005,25.82,800,Petrol,3,5376.84,Honda,Manual,Red,Full,0,No
5473,1999,22.01,2500,Petrol,5,5731.99,Nissan,Automatic,Silver,Partial,0,Yes
5474,2021,12.16,5000,Diesel,5,10571.59,Chevrolet,Manual,Black,None,2,Yes
5475,2006,23.07,1000,Petrol,1,6610.85,Chevrolet,Automatic,Black,Full,0,Yes
5476,2011,24.11,1800,Electric,1,11330.97,Ford,Manual,Red,None,0,No
5477,2000,12.29,2500,Petrol,1,4973.53,Hyundai,Manual,Silver,Full,0,Yes
5478,1995,12.17,5000,Petrol,5,7881.13,Kia,Manual,Gray,None,0,Yes
5479,1999,14.95,4000,Petrol,5,5710.55,Nissan,Manual,Gray,Full,2,Yes
5480,2019,10.92,800,Petrol,3,7600.83,Volkswagen,Manual,White,None,0,Yes
5481,2022,14.1,4000,Petrol,4,9608.42,Ford,Automatic,Blue,None,1,Yes
5482,2008,16.0,1800,Petrol,1,5102.2,Ford,Manual,Red,Partial,0,Yes
5483,1999,20.52,2000,Diesel,4,6406.06,Hyundai,Manual,Blue,Full,0,Yes
5484,2016,18.41,3000,Petrol,1,10787.87,Honda,Manual,Blue,Full,0,Yes
5485,2018,17.26,1000,Petrol,1,7626.15,Ford,Automatic,Gray,Partial,0,Yes
5486,2021,15.58,2500,Petrol,3,8117.3,Kia,Manual,Blue,Full,0,Yes
5487,1995,11.46,1500,Diesel,3,2839.7,Ford,Automatic,Gray,Partial,0,No
5488,2012,20.96,4000,Petrol,2,10557.51,Toyota,Manual,Gray,Partial,2,Yes
5489,2010,20.85,2000,Petrol,1,8794.47,Chevrolet,Automatic,Red,Full,2,Yes
5490,2003,14.92,2500,Diesel,1,6297.14,Chevrolet,Manual,White,Full,0,Yes
5491,2013,12.49,2000,Petrol,1,6846.98,Honda,Manual,Black,Full,2,Yes
5492,2016,25.78,3000,Petrol,3,10615.74,Hyundai,Manual,Silver,Partial,0,Yes
5493,1999,19.23,2000,Petrol,1,7386.81,Volkswagen,Automatic,Black,Full,0,Yes
5494,2021,19.98,2500,Petrol,2,9310.73,Ford,Automatic,Silver,Full,1,Yes
5495,1996,20.2,3000,Diesel,5,5870.01,Tesla,Automatic,Black,Full,1,Yes
5496,2009,11.99,800,Petrol,2,5428.01,BMW,Automatic,Red,Partial,0,Yes
5497,2001,25.5,5000,Petrol,5,8691.22,Ford,Manual,Red,None,0,Yes
5498,1998,15.98,1500,Petrol,3,3489.99,Honda,Manual,Blue,None,1,No
5499,1995,22.11,2000,Electric,4,5588.55,Volkswagen,Automatic,Silver,Full,1,Yes
5500,2007,25.29,800,Petrol,3,7245.68,Hyundai,Automatic,Gray,Partial,2,Yes
5501,2014,18.41,1500,Diesel,4,6204.15,Volkswagen,Manual,White,None,1,No
5502,2016,12.09,2000,Petrol,5,6662.37,Tesla,Automatic,Red,Partial,0,Yes
5503,2001,5.53,2500,Diesel,4,3568.18,Ford,Manual,Silver,Full,0,No
5504,2009,17.81,2000,Diesel,5,4891.33,BMW,Automatic,Red,None,0,Yes
5505,2017,19.25,1500,Petrol,4,6404.54,Kia,Automatic,White,None,0,Yes
5506,2008,15.1,2500,Petrol,5,5485.64,Nissan,Manual,Silver,Full,0,Yes
5507,2017,18.68,5000,Petrol,4,14057.63,Hyundai,Manual,Blue,Partial,0,Yes
5508,2013,20.15,1000,Petrol,5,5165.45,Nissan,Automatic,Silver,Full,1,No
5509,2016,22.97,2000,Petrol,2,9233.47,Nissan,Manual,White,Full,1,No
5510,2023,16.86,1800,Petrol,1,9094.27,Ford,Manual,Gray,Full,0,No
5511,2018,17.77,1000,Petrol,2,6812.68,Hyundai,Manual,Blue,Full,0,No
5512,2014,17.11,4000,Petrol,3,10733.05,Hyundai,Manual,Gray,Partial,1,Yes
5513,2023,18.17,2500,Diesel,4,8745.09,Volkswagen,Manual,Gray,Full,0,Yes
5514,2018,15.43,1200,Petrol,5,6654.07,BMW,Automatic,Gray,Full,0,Yes
5515,2012,15.41,2500,Petrol,2,6975.29,Tesla,Automatic,Red,Full,1,Yes
5516,2004,15.72,2000,Diesel,2,7103.18,BMW,Automatic,Gray,None,0,Yes
5517,2003,18.78,2500,Diesel,5,6522.5,Nissan,Manual,Blue,Full,0,No
5518,2019,13.76,1500,Electric,4,11235.25,Honda,Automatic,Red,Partial,0,Yes
5519,2002,15.75,5000,Diesel,3,7844.51,Ford,Automatic,White,Partial,1,Yes
5520,2020,27.04,3000,Diesel,3,11724.72,BMW,Automatic,Gray,Partial,1,No
5521,2023,22.48,3000,Petrol,3,9884.04,Tesla,Manual,Black,Full,0,Yes
5522,2004,13.21,2500,Diesel,5,5731.1,Volkswagen,Manual,Black,Full,0,Yes
5523,2011,22.32,2500,Diesel,2,9367.02,Kia,Manual,White,None,0,Yes
5524,1996,21.14,5000,Diesel,3,8481.13,Tesla,Automatic,Red,Full,1,Yes
5525,2000,17.48,3000,Petrol,2,7711.54,Nissan,Manual,Blue,Full,0,No
5526,2020,14.46,800,Diesel,3,5497.57,Hyundai,Automatic,Red,Partial,1,Yes
5527,1999,13.89,2000,Diesel,3,3725.76,Hyundai,Automatic,Black,Partial,2,Yes
5528,2022,19.12,1000,Petrol,4,4613.95,Tesla,Automatic,Gray,None,0,Yes
5529,2003,13.77,800,Diesel,5,3612.93,BMW,Manual,Blue,Full,0,Yes
5530,1999,23.49,5000,Petrol,4,9477.03,Ford,Manual,Silver,None,2,Yes
5531,2012,24.9,2500,Diesel,2,7888.04,Nissan,Automatic,Black,Partial,0,No
5532,2020,17.79,2000,Diesel,2,8851.24,Honda,Automatic,White,Partial,0,Yes
5533,2014,23.69,1800,Petrol,5,6649.47,Tesla,Manual,Blue,Full,1,Yes
5534,2003,15.94,1800,Diesel,3,4042.69,Hyundai,Manual,Red,Partial,0,Yes
5535,2011,14.43,4000,Diesel,5,7380.18,Kia,Manual,Gray,Full,0,Yes
5536,2021,23.5,4000,Petrol,3,12977.8,Volkswagen,Manual,Silver,None,0,Yes
5537,2011,25.9,2000,Petrol,1,8869.47,Ford,Manual,Black,Partial,0,Yes
5538,2006,27.82,1200,Diesel,1,6290.82,BMW,Manual,Blue,Partial,0,Yes
5539,2001,19.66,2500,Petrol,5,4778.49,Honda,Automatic,Black,None,0,Yes
5540,2021,22.31,1500,Petrol,1,8611.98,Kia,Automatic,White,Partial,0,Yes
5541,1997,19.55,1800,Diesel,1,3819.09,Volkswagen,Manual,Black,Full,0,Yes
5542,2004,25.02,2500,Electric,2,11693.9,Honda,Automatic,Gray,Full,0,Yes
5543,1996,20.17,2500,Petrol,3,5104.79,Hyundai,Automatic,Red,None,1,Yes
5544,2019,22.03,5000,Petrol,1,13738.87,Nissan,Automatic,Red,None,1,Yes
5545,1997,12.32,3000,Diesel,4,5490.59,Toyota,Manual,White,None,1,Yes
5546,2010,16.84,800,Diesel,2,6365.93,BMW,Manual,White,Full,0,Yes
5547,1996,22.07,1800,Diesel,3,4849.69,Tesla,Manual,Silver,Full,1,No
5548,2022,21.62,4000,Petrol,2,11204.03,Ford,Automatic,Blue,Full,0,No
5549,2018,22.49,2500,Diesel,4,8300.5,BMW,Automatic,Black,None,0,Yes
5550,2004,18.6,1000,Petrol,3,4163.78,Honda,Manual,White,Full,1,Yes
5551,2000,14.74,800,Diesel,5,1000.0,Volkswagen,Manual,Blue,Full,0,No
5552,2016,17.71,3000,Petrol,5,8400.69,Hyundai,Manual,White,Full,2,Yes
5553,2020,18.24,4000,Diesel,2,12246.02,Ford,Manual,White,None,0,No
5554,2005,19.21,5000,Diesel,5,9547.69,Nissan,Manual,Silver,Partial,1,Yes
5555,2017,13.16,1800,Diesel,3,5893.45,Chevrolet,Automatic,Gray,Partial,0,Yes
5556,2001,16.67,2000,Petrol,4,4762.69,Toyota,Manual,Gray,Partial,0,Yes
5557,2021,17.56,1000,Diesel,4,7181.53,Volkswagen,Manual,Gray,Partial,0,Yes
5558,2023,6.79,1800,Electric,5,8647.56,Chevrolet,Automatic,Red,Full,0,Yes
5559,2009,22.16,1500,Electric,1,10956.46,Toyota,Automatic,Blue,Full,1,No
5560,2000,18.82,3000,Electric,1,11090.71,BMW,Manual,Silver,Full,0,Yes
5561,2014,19.33,3000,Petrol,1,7925.86,Chevrolet,Automatic,Red,Full,0,Yes
5562,2021,15.42,1800,Petrol,5,6084.99,BMW,Automatic,White,Partial,1,No
5563,2003,20.93,3000,Petrol,5,6884.52,Chevrolet,Manual,Gray,Full,0,Yes
5564,2016,13.84,2000,Petrol,5,6093.94,Ford,Manual,Silver,Partial,0,Yes
5565,2014,14.63,5000,Petrol,3,12195.22,BMW,Manual,Red,Partial,1,Yes
5566,2006,21.14,2000,Diesel,1,7573.56,Ford,Automatic,Red,Full,2,Yes
5567,2013,19.79,1500,Diesel,2,7624.33,BMW,Automatic,Silver,Full,0,Yes
5568,2014,11.61,5000,Diesel,3,10558.82,Nissan,Manual,Black,Partial,1,Yes
5569,1997,25.89,1200,Diesel,3,4690.73,Ford,Manual,Gray,Full,0,No
5570,2009,14.21,4000,Petrol,5,6932.68,Nissan,Automatic,Silver,Full,0,Yes
5571,1996,17.34,1800,Diesel,5,3950.12,Nissan,Manual,White,Full,0,Yes
5572,2015,26.73,5000,Petrol,3,13129.68,Hyundai,Automatic,Black,Partial,0,Yes
5573,1996,7.7,5000,Petrol,5,5508.58,BMW,Manual,Silver,Full,1,Yes
5574,2016,9.47,1500,Petrol,1,6457.75,Ford,Manual,Red,Full,0,Yes
5575,1997,20.21,2000,Diesel,3,7377.31,Hyundai,Manual,Gray,Partial,1,Yes
5576,2000,5.61,1500,Electric,3,5631.23,Nissan,Automatic,Blue,None,1,No
5577,2009,7.78,2000,Petrol,3,4875.35,Volkswagen,Automatic,Silver,None,2,Yes
5578,2021,23.88,5000,Petrol,5,11655.42,Toyota,Automatic,Red,Full,0,No
5579,2004,15.96,3000,Diesel,3,5835.91,BMW,Automatic,Silver,Full,2,Yes
5580,2003,28.98,3000,Diesel,2,7850.5,Chevrolet,Manual,Gray,Full,0,No
5581,1995,12.83,2000,Diesel,2,6207.1,BMW,Automatic,White,Full,0,No
5582,2010,16.41,800,Petrol,1,5934.19,Tesla,Manual,White,Full,1,Yes
5583,2000,20.7,800,Diesel,3,2170.7,Chevrolet,Automatic,Red,Full,1,Yes
5584,2003,20.36,1200,Petrol,3,4612.43,Hyundai,Manual,Gray,Full,0,Yes
5585,2021,16.73,1000,Petrol,5,6586.05,Nissan,Manual,Red,Full,1,Yes
5586,1998,14.76,800,Petrol,4,2495.74,BMW,Manual,Black,None,0,Yes
5587,2021,19.16,800,Electric,4,7673.53,Tesla,Manual,White,Partial,1,Yes
5588,2022,24.88,2000,Petrol,3,9834.74,Toyota,Automatic,Blue,Full,1,Yes
5589,1996,21.81,2500,Diesel,1,6697.94,Honda,Automatic,White,Partial,0,Yes
5590,2023,14.84,3000,Petrol,2,10344.69,Hyundai,Automatic,White,Full,0,Yes
5591,1998,13.04,1200,Petrol,3,4816.23,Nissan,Manual,Blue,Full,0,Yes
5592,1995,14.54,800,Electric,3,5074.22,Chevrolet,Automatic,Gray,Partial,1,Yes
5593,2013,11.63,1800,Petrol,1,6245.57,Volkswagen,Automatic,Gray,Full,1,Yes
5594,2020,18.74,3000,Diesel,1,8918.66,Ford,Manual,White,Partial,0,Yes
5595,2019,22.07,1500,Electric,4,9454.58,Hyundai,Manual,Silver,Full,0,Yes
5596,2004,17.64,1000,Diesel,3,3364.59,Honda,Automatic,Silver,Partial,1,Yes
5597,2015,26.6,4000,Petrol,3,9435.47,Kia,Automatic,White,Partial,0,Yes
5598,2009,26.88,4000,Diesel,5,10146.76,Kia,Manual,White,None,2,No
5599,2021,19.54,1200,Diesel,2,8199.33,BMW,Manual,Blue,Full,0,Yes
5600,2016,21.51,2500,Electric,5,10607.64,Honda,Manual,White,Full,0,Yes
5601,2013,13.5,800,Diesel,5,2673.24,Tesla,Manual,Red,Full,1,No
5602,2010,16.2,3000,Petrol,2,8593.07,Tesla,Manual,Silver,None,2,Yes
5603,2015,24.36,3000,Diesel,3,10201.86,Toyota,Manual,White,Full,1,No
5604,2021,15.1,1200,Petrol,4,7929.41,Honda,Manual,Red,Full,1,Yes
5605,2018,25.44,1800,Petrol,2,9200.62,BMW,Manual,Gray,Full,1,Yes
5606,2016,23.56,1500,Diesel,1,8838.48,Toyota,Automatic,White,Full,0,No
5607,1998,21.76,2500,Diesel,3,6129.23,Kia,Manual,Black,None,0,Yes
5608,1996,12.14,2500,Diesel,2,4812.66,Honda,Manual,Red,Partial,0,Yes
5609,2019,16.44,3000,Diesel,2,10504.8,Ford,Manual,Silver,Full,1,Yes
5610,2007,21.22,1800,Petrol,2,6644.24,Volkswagen,Manual,Silver,None,1,No
5611,2022,13.07,1800,Petrol,4,6822.31,Chevrolet,Manual,Black,Full,1,Yes
5612,1995,17.05,3000,Petrol,5,4331.35,BMW,Manual,Red,None,0,No
5613,2011,21.76,1800,Petrol,5,5567.27,Nissan,Automatic,Gray,Partial,0,Yes
5614,2007,15.16,800,Petrol,2,4806.07,Toyota,Manual,Red,Full,0,No
5615,1998,13.77,1200,Electric,2,7174.84,BMW,Manual,Blue,Full,0,Yes
5616,2001,9.0,1000,Diesel,5,1000.0,Nissan,Manual,White,None,0,Yes
5617,2011,16.07,5000,Petrol,4,10689.55,Kia,Manual,Red,Full,0,No
5618,2003,21.87,1800,Petrol,3,4779.05,Tesla,Automatic,Blue,None,1,Yes
5619,1998,13.64,3000,Diesel,5,5366.5,Volkswagen,Manual,Black,None,0,Yes
5620,2013,18.09,4000,Petrol,2,11991.86,BMW,Manual,Black,Partial,1,Yes
5621,1995,16.88,4000,Diesel,4,7226.27,Kia,Manual,Black,Full,1,Yes
5622,2004,14.67,800,Petrol,4,2642.73,Honda,Manual,Blue,Full,0,Yes
5623,1998,22.19,800,Petrol,2,4987.78,Honda,Automatic,Silver,Partial,0,Yes
5624,2003,26.21,800,Diesel,1,4459.09,Kia,Manual,Black,Partial,0,Yes
5625,2007,23.02,800,Diesel,4,4714.79,Volkswagen,Manual,Blue,Full,0,Yes
5626,2008,14.52,4000,Petrol,5,10669.99,Ford,Manual,Blue,None,1,No
5627,2004,27.96,800,Electric,1,8176.46,BMW,Manual,White,None,2,Yes
5628,2000,23.01,2500,Petrol,3,6087.03,Volkswagen,Automatic,Black,Full,1,No
5629,2010,15.71,2000,Petrol,5,5066.11,Volkswagen,Manual,Gray,Partial,0,Yes
5630,2000,14.12,4000,Diesel,2,6976.65,Hyundai,Manual,Silver,Partial,1,Yes
5631,2011,23.61,4000,Diesel,1,10631.85,Volkswagen,Manual,Blue,Full,3,Yes
5632,2004,18.87,1500,Petrol,5,4043.76,Hyundai,Manual,Silver,Full,0,Yes
5633,2012,13.75,4000,Diesel,4,10458.57,Hyundai,Manual,Silver,Partial,0,Yes
5634,2021,17.26,2000,Petrol,2,9100.92,Chevrolet,Automatic,Black,Full,2,Yes
5635,2016,15.96,1800,Electric,1,12036.47,Kia,Automatic,Black,Partial,2,Yes
5636,2012,13.88,4000,Diesel,4,9701.54,Nissan,Automatic,White,Partial,2,Yes
5637,1997,23.07,2500,Petrol,2,6815.87,Chevrolet,Manual,Gray,Full,0,Yes
5638,2014,21.91,4000,Petrol,2,9338.84,Nissan,Automatic,Gray,Full,1,Yes
5639,2021,22.19,1800,Diesel,1,11026.98,Honda,Manual,Silver,Partial,0,Yes
5640,2015,22.12,1500,Diesel,1,9084.01,Volkswagen,Automatic,Silver,Full,0,Yes
5641,2019,13.42,5000,Diesel,1,13143.16,Kia,Manual,Blue,Full,0,Yes
5642,2022,14.98,1200,Electric,5,7516.84,Volkswagen,Manual,Blue,Full,1,Yes
5643,2009,25.29,1800,Petrol,2,6027.69,Toyota,Manual,Gray,Full,0,Yes
